Средство;Широта;Долгота
09 10:23:31  ;  55.7942 ;  34.870333333  
09 10:23:36  ;  55.789611667 ;  34.873621667  
09 10:23:41  ;  55.784965 ;  34.876718333  
09 10:23:46  ;  55.780263333 ;  34.879616667  
09 10:23:51  ;  55.775568333 ;  34.882525  
09 10:23:56  ;  55.770883333 ;  34.885466667  
09 10:24:01  ;  55.766196667 ;  34.888428333  
09 10:24:06  ;  55.761506667 ;  34.891391667  
09 10:24:11  ;  55.756805 ;  34.894345  
09 10:24:16  ;  55.752093333 ;  34.897283333  
09 10:24:21  ;  55.747376667 ;  34.90021  
09 10:24:26  ;  55.742666667 ;  34.903146667  
09 10:24:31  ;  55.737971667 ;  34.906096667  
09 10:24:36  ;  55.733298333 ;  34.909046667  
09 10:24:41  ;  55.728621667 ;  34.912006667  
09 10:24:46  ;  55.723793333 ;  34.915051667  
09 10:24:51  ;  55.718865 ;  34.918116667  
09 10:24:56  ;  55.713868333 ;  34.921226667  
09 10:25:01  ;  55.708805 ;  34.924376667  
09 10:25:06  ;  55.703675 ;  34.92756  
09 10:25:11  ;  55.698481667 ;  34.930808333  
09 10:25:16  ;  55.693228333 ;  34.934136667  
09 10:25:21  ;  55.68792 ;  34.937556667  
09 10:25:26  ;  55.682563333 ;  34.941051667  
09 10:25:31  ;  55.677173333 ;  34.944595  
09 10:25:36  ;  55.67175 ;  34.948155  
09 10:25:41  ;  55.666351667 ;  34.951715  
09 10:25:46  ;  55.661003333 ;  34.955283333  
09 10:25:51  ;  55.655693333 ;  34.958858333  
09 10:25:56  ;  55.650425 ;  34.962421667  
09 10:26:01  ;  55.645198333 ;  34.965945  
09 10:26:06  ;  55.63999 ;  34.969446667  
09 10:26:11  ;  55.634791667 ;  34.972931667  
09 10:26:16  ;  55.629625 ;  34.976385  
09 10:26:21  ;  55.624498333 ;  34.979805  
09 10:26:26  ;  55.619421667 ;  34.983188333  
09 10:26:31  ;  55.614391667 ;  34.98654  
09 10:26:36  ;  55.6094 ;  34.989866667  
09 10:26:41  ;  55.604438333 ;  34.993171667  
09 10:26:46  ;  55.599505 ;  34.996448333  
09 10:26:51  ;  55.5946 ;  34.99969  
09 10:26:56  ;  55.589721667 ;  35.002891667  
09 10:27:01  ;  55.584868333 ;  35.00605  
09 10:27:06  ;  55.580036667 ;  35.009173333  
09 10:27:11  ;  55.575233333 ;  35.012276667  
09 10:27:16  ;  55.570483333 ;  35.015448333  
09 10:27:21  ;  55.565858333 ;  35.018953333  
09 10:27:26  ;  55.561366667 ;  35.022853333  
09 10:27:31  ;  55.557041667 ;  35.027238333  
09 10:27:36  ;  55.55312 ;  35.032506667  
09 10:27:41  ;  55.550008333 ;  35.03918  
09 10:27:46  ;  55.548221667 ;  35.047093333  
09 10:27:51  ;  55.547443333 ;  35.055245  
09 10:27:56  ;  55.548016667 ;  35.06304  
09 10:28:01  ;  55.549776667 ;  35.070343333  
09 10:28:06  ;  55.55159 ;  35.07732  
09 10:28:11  ;  55.553385 ;  35.084211667  
09 10:28:16  ;  55.555173333 ;  35.0911  
09 10:28:21  ;  55.556941667 ;  35.098011667  
09 10:28:26  ;  55.55866 ;  35.104981667  
09 10:28:31  ;  55.560236667 ;  35.112088333  
09 10:28:36  ;  55.561745 ;  35.119253333  
09 10:28:41  ;  55.563271667 ;  35.126396667  
09 10:28:46  ;  55.564803333 ;  35.133531667  
09 10:28:51  ;  55.566338333 ;  35.140663333  
09 10:28:56  ;  55.567873333 ;  35.1478  
09 10:29:01  ;  55.569403333 ;  35.154945  
09 10:29:06  ;  55.57093 ;  35.16209  
09 10:29:11  ;  55.572458333 ;  35.169228333  
09 10:29:16  ;  55.573995 ;  35.176361667  
09 10:29:21  ;  55.575491667 ;  35.183528333  
09 10:29:26  ;  55.576931667 ;  35.190736667  
09 10:29:31  ;  55.57832 ;  35.19798  
09 10:29:36  ;  55.579685 ;  35.205231667  
09 10:29:41  ;  55.581058333 ;  35.212468333  
09 10:29:46  ;  55.582443333 ;  35.21969  
09 10:29:51  ;  55.583841667 ;  35.226905  
09 10:29:56  ;  55.585246667 ;  35.234116667  
09 10:30:01  ;  55.586646667 ;  35.241326667  
09 10:30:06  ;  55.588041667 ;  35.248533333  
09 10:30:11  ;  55.589428333 ;  35.255731667  
09 10:30:16  ;  55.590815 ;  35.262913333  
09 10:30:21  ;  55.592206667 ;  35.270083333  
09 10:30:26  ;  55.593601667 ;  35.27725  
09 10:30:31  ;  55.594996667 ;  35.284415  
09 10:30:36  ;  55.596395 ;  35.29158  
09 10:30:41  ;  55.597791667 ;  35.298745  
09 10:30:46  ;  55.59919 ;  35.3059  
09 10:30:51  ;  55.600585 ;  35.313043333  
09 10:30:56  ;  55.601995 ;  35.320181667  
09 10:31:01  ;  55.603411667 ;  35.327325  
09 10:31:06  ;  55.604828333 ;  35.334471667  
09 10:31:11  ;  55.60625 ;  35.341613333  
09 10:31:16  ;  55.607661667 ;  35.348743333  
09 10:31:21  ;  55.60907 ;  35.355866667  
09 10:31:26  ;  55.610478333 ;  35.362988333  
09 10:31:31  ;  55.611883333 ;  35.370113333  
09 10:31:36  ;  55.613281667 ;  35.377246667  
09 10:31:41  ;  55.614681667 ;  35.384388333  
09 10:31:46  ;  55.616075 ;  35.391531667  
09 10:31:51  ;  55.617468333 ;  35.39867  
09 10:31:56  ;  55.618861667 ;  35.405803333  
09 10:32:01  ;  55.62025 ;  35.412945  
09 10:32:06  ;  55.621555 ;  35.420148333  
09 10:32:11  ;  55.622731667 ;  35.427428333  
09 10:32:16  ;  55.623881667 ;  35.434715  
09 10:32:21  ;  55.62504 ;  35.441985  
09 10:32:26  ;  55.626208333 ;  35.449241667  
09 10:32:31  ;  55.62739 ;  35.456498333  
09 10:32:36  ;  55.628573333 ;  35.46376  
09 10:32:41  ;  55.629743333 ;  35.471031667  
09 10:32:46  ;  55.630908333 ;  35.478308333  
09 10:32:51  ;  55.632065 ;  35.48559  
09 10:32:56  ;  55.633226667 ;  35.492866667  
09 10:33:01  ;  55.634395 ;  35.50013  
09 10:33:06  ;  55.635573333 ;  35.507386667  
09 10:33:11  ;  55.636761667 ;  35.514648333  
09 10:33:16  ;  55.63794 ;  35.521925  
09 10:33:21  ;  55.639098333 ;  35.529206667  
09 10:33:26  ;  55.640251667 ;  35.536486667  
09 10:33:31  ;  55.641406667 ;  35.543761667  
09 10:33:36  ;  55.642566667 ;  35.551031667  
09 10:33:41  ;  55.643735 ;  35.5583  
09 10:33:46  ;  55.644905 ;  35.565575  
09 10:33:51  ;  55.646068333 ;  35.57286  
09 10:33:56  ;  55.647221667 ;  35.580151667  
09 10:34:01  ;  55.64837 ;  35.587438333  
09 10:34:06  ;  55.649518333 ;  35.59471  
09 10:34:11  ;  55.65068 ;  35.601973333  
09 10:34:16  ;  55.651848333 ;  35.609236667  
09 10:34:21  ;  55.653015 ;  35.616506667  
09 10:34:26  ;  55.654181667 ;  35.623781667  
09 10:34:31  ;  55.655338333 ;  35.631063333  
09 10:34:36  ;  55.656481667 ;  35.638343333  
09 10:34:41  ;  55.657615 ;  35.645616667  
09 10:34:46  ;  55.65875 ;  35.652886667  
09 10:34:51  ;  55.659886667 ;  35.660158333  
09 10:34:56  ;  55.661023333 ;  35.66744  
09 10:35:01  ;  55.66215 ;  35.67473  
09 10:35:06  ;  55.663271667 ;  35.682023333  
09 10:35:11  ;  55.66439 ;  35.689316667  
09 10:35:16  ;  55.66551 ;  35.69661  
09 10:35:21  ;  55.666638333 ;  35.703905  
09 10:35:26  ;  55.66777 ;  35.711201667  
09 10:35:31  ;  55.668895 ;  35.718503333  
09 10:35:36  ;  55.67001 ;  35.725806667  
09 10:35:41  ;  55.671121667 ;  35.733103333  
09 10:35:46  ;  55.672231667 ;  35.740388333  
09 10:35:51  ;  55.673345 ;  35.747666667  
09 10:35:56  ;  55.674458333 ;  35.754941667  
09 10:36:01  ;  55.675578333 ;  35.76222  
09 10:36:06  ;  55.676696667 ;  35.769501667  
09 10:36:11  ;  55.677818333 ;  35.776781667  
09 10:36:16  ;  55.678941667 ;  35.784053333  
09 10:36:21  ;  55.680065 ;  35.791311667  
09 10:36:26  ;  55.681191667 ;  35.798558333  
09 10:36:31  ;  55.682316667 ;  35.805795  
09 10:36:36  ;  55.683448333 ;  35.813028333  
09 10:36:41  ;  55.684583333 ;  35.820271667  
09 10:36:46  ;  55.685715 ;  35.827525  
09 10:36:51  ;  55.686843333 ;  35.834771667  
09 10:36:56  ;  55.687968333 ;  35.842005  
09 10:37:01  ;  55.689096667 ;  35.84924  
09 10:37:06  ;  55.690223333 ;  35.856486667  
09 10:37:11  ;  55.691341667 ;  35.86375  
09 10:37:16  ;  55.692448333 ;  35.871016667  
09 10:37:21  ;  55.693548333 ;  35.878273333  
09 10:37:26  ;  55.694646667 ;  35.885523333  
09 10:37:31  ;  55.695748333 ;  35.892771667  
09 10:37:36  ;  55.69685 ;  35.900013333  
09 10:37:41  ;  55.697951667 ;  35.907255  
09 10:37:46  ;  55.699048333 ;  35.914501667  
09 10:37:51  ;  55.700136667 ;  35.921751667  
09 10:37:56  ;  55.701216667 ;  35.928998333  
09 10:38:01  ;  55.702291667 ;  35.936238333  
09 10:38:06  ;  55.703365 ;  35.943471667  
09 10:38:11  ;  55.70445 ;  35.950696667  
09 10:38:16  ;  55.705625 ;  35.95786  
09 10:38:21  ;  55.70691 ;  35.964941667  
09 10:38:26  ;  55.708246667 ;  35.971971667  
09 10:38:31  ;  55.709631667 ;  35.978956667  
09 10:38:36  ;  55.711043333 ;  35.985913333  
09 10:38:41  ;  55.712458333 ;  35.992866667  
09 10:38:46  ;  55.713871667 ;  35.999825  
09 10:38:51  ;  55.71527 ;  36.006805  
09 10:38:56  ;  55.716646667 ;  36.0138  
09 10:39:01  ;  55.718018333 ;  36.020791667  
09 10:39:06  ;  55.719396667 ;  36.027765  
09 10:39:11  ;  55.720776667 ;  36.034723333  
09 10:39:16  ;  55.722161667 ;  36.04168  
09 10:39:21  ;  55.723543333 ;  36.048646667  
09 10:39:26  ;  55.724918333 ;  36.055626667  
09 10:39:31  ;  55.726288333 ;  36.062618333  
09 10:39:36  ;  55.727655 ;  36.069623333  
09 10:39:41  ;  55.728981667 ;  36.076656667  
09 10:39:46  ;  55.73026 ;  36.08372  
09 10:39:51  ;  55.731545 ;  36.090775  
09 10:39:56  ;  55.73284 ;  36.097826667  
09 10:40:01  ;  55.73414 ;  36.10487  
09 10:40:06  ;  55.735445 ;  36.111906667  
09 10:40:11  ;  55.736748333 ;  36.118941667  
09 10:40:16  ;  55.738045 ;  36.125976667  
09 10:40:21  ;  55.739331667 ;  36.133013333  
09 10:40:26  ;  55.74062 ;  36.140055  
09 10:40:31  ;  55.741923333 ;  36.1471  
09 10:40:36  ;  55.743231667 ;  36.154151667  
09 10:40:41  ;  55.744546667 ;  36.161201667  
09 10:40:46  ;  55.745858333 ;  36.168243333  
09 10:40:51  ;  55.747176667 ;  36.175275  
09 10:40:56  ;  55.748498333 ;  36.182296667  
09 10:41:01  ;  55.749823333 ;  36.189315  
09 10:41:06  ;  55.751151667 ;  36.196331667  
09 10:41:11  ;  55.752483333 ;  36.203353333  
09 10:41:16  ;  55.753811667 ;  36.210378333  
09 10:41:21  ;  55.75512 ;  36.217411667  
09 10:41:26  ;  55.756393333 ;  36.224481667  
09 10:41:31  ;  55.757615 ;  36.231586667  
09 10:41:36  ;  55.758808333 ;  36.238701667  
09 10:41:41  ;  55.760018333 ;  36.245798333  
09 10:41:46  ;  55.761246667 ;  36.252885  
09 10:41:51  ;  55.762485 ;  36.25997  
09 10:41:56  ;  55.763726667 ;  36.267065  
09 10:42:01  ;  55.764966667 ;  36.274165  
09 10:42:06  ;  55.766201667 ;  36.281263333  
09 10:42:11  ;  55.767433333 ;  36.288356667  
09 10:42:16  ;  55.76867 ;  36.295445  
09 10:42:21  ;  55.76991 ;  36.302536667  
09 10:42:26  ;  55.77115 ;  36.309638333  
09 10:42:31  ;  55.77239 ;  36.316751667  
09 10:42:36  ;  55.77363 ;  36.323868333  
09 10:42:41  ;  55.774875 ;  36.330976667  
09 10:42:46  ;  55.776126667 ;  36.33808  
09 10:42:51  ;  55.777385 ;  36.345188333  
09 10:42:56  ;  55.778643333 ;  36.35231  
09 10:43:01  ;  55.7799 ;  36.359446667  
09 10:43:06  ;  55.781148333 ;  36.366598333  
09 10:43:11  ;  55.782396667 ;  36.373755  
09 10:43:16  ;  55.783638333 ;  36.380908333  
09 10:43:21  ;  55.784886667 ;  36.388056667  
09 10:43:26  ;  55.786135 ;  36.395203333  
09 10:43:31  ;  55.787375 ;  36.402351667  
09 10:43:36  ;  55.78861 ;  36.409503333  
09 10:43:41  ;  55.789836667 ;  36.416651667  
09 10:43:46  ;  55.791063333 ;  36.423788333  
09 10:43:51  ;  55.792278333 ;  36.430923333  
09 10:43:56  ;  55.79334 ;  36.43815  
09 10:44:01  ;  55.794071667 ;  36.445558333  
09 10:44:06  ;  55.794391667 ;  36.453108333  
09 10:44:11  ;  55.794291667 ;  36.46072  
09 10:44:16  ;  55.793758333 ;  36.468318333  
09 10:44:21  ;  55.792808333 ;  36.475838333  
09 10:44:26  ;  55.79147 ;  36.48322  
09 10:44:31  ;  55.789773333 ;  36.490421667  
09 10:44:36  ;  55.787813333 ;  36.497436667  
09 10:44:41  ;  55.785666667 ;  36.504335  
09 10:44:46  ;  55.783505 ;  36.511208333  
09 10:44:51  ;  55.78138 ;  36.518093333  
09 10:44:56  ;  55.779275 ;  36.524985  
09 10:45:01  ;  55.777183333 ;  36.531888333  
09 10:45:06  ;  55.7751 ;  36.538806667  
09 10:45:11  ;  55.773015 ;  36.545735  
09 10:45:16  ;  55.770926667 ;  36.55267  
09 10:45:21  ;  55.768833333 ;  36.559601667  
09 10:45:26  ;  55.76674 ;  36.566535  
09 10:45:31  ;  55.764651667 ;  36.573478333  
09 10:45:36  ;  55.76254 ;  36.580403333  
09 10:45:41  ;  55.760378333 ;  36.587285  
09 10:45:46  ;  55.758163333 ;  36.594121667  
09 10:45:51  ;  55.7559 ;  36.60093  
09 10:45:56  ;  55.75359 ;  36.607703333  
09 10:46:01  ;  55.751225 ;  36.614431667  
09 10:46:06  ;  55.748818333 ;  36.621123333  
09 10:46:11  ;  55.746413333 ;  36.627806667  
09 10:46:16  ;  55.744015 ;  36.634486667  
09 10:46:21  ;  55.74163 ;  36.641166667  
09 10:46:26  ;  55.739256667 ;  36.647855  
09 10:46:31  ;  55.736888333 ;  36.654553333  
09 10:46:36  ;  55.73452 ;  36.661256667  
09 10:46:41  ;  55.732146667 ;  36.667961667  
09 10:46:46  ;  55.729766667 ;  36.674666667  
09 10:46:51  ;  55.727385 ;  36.681368333  
09 10:46:56  ;  55.725006667 ;  36.688068333  
09 10:47:01  ;  55.722635 ;  36.694773333  
09 10:47:06  ;  55.720261667 ;  36.701486667  
09 10:47:11  ;  55.717893333 ;  36.708216667  
09 10:47:16  ;  55.715605 ;  36.71503  
09 10:47:21  ;  55.713455 ;  36.721961667  
09 10:47:26  ;  55.711376667 ;  36.728958333  
09 10:47:31  ;  55.709316667 ;  36.735975  
09 10:47:36  ;  55.707256667 ;  36.743006667  
09 10:47:41  ;  55.705186667 ;  36.750046667  
09 10:47:46  ;  55.703108333 ;  36.757081667  
09 10:47:51  ;  55.701021667 ;  36.764105  
09 10:47:56  ;  55.698928333 ;  36.771116667  
09 10:48:01  ;  55.69683 ;  36.778128333  
09 10:48:06  ;  55.69474 ;  36.785148333  
09 10:48:11  ;  55.692713333 ;  36.79222  
09 10:48:16  ;  55.690761667 ;  36.799346667  
09 10:48:21  ;  55.688835 ;  36.806486667  
09 10:48:26  ;  55.686911667 ;  36.81363  
09 10:48:31  ;  55.684983333 ;  36.820768333  
09 10:48:36  ;  55.683046667 ;  36.8279  
09 10:48:41  ;  55.6811 ;  36.835016667  
09 10:48:46  ;  55.679173333 ;  36.84214  
09 10:48:51  ;  55.677255 ;  36.849265  
09 10:48:56  ;  55.675338333 ;  36.856386667  
09 10:49:01  ;  55.673421667 ;  36.863508333  
09 10:49:06  ;  55.671508333 ;  36.870635  
09 10:49:11  ;  55.669591667 ;  36.877766667  
09 10:49:16  ;  55.667676667 ;  36.884905  
09 10:49:21  ;  55.665758333 ;  36.892048333  
09 10:49:26  ;  55.663835 ;  36.899195  
09 10:49:31  ;  55.661913333 ;  36.906341667  
09 10:49:36  ;  55.659995 ;  36.913493333  
09 10:49:41  ;  55.658081667 ;  36.920651667  
09 10:49:46  ;  55.65617 ;  36.927818333  
09 10:49:51  ;  55.654256667 ;  36.93499  
09 10:49:56  ;  55.652323333 ;  36.942155  
09 10:50:01  ;  55.650341667 ;  36.949288333  
09 10:50:06  ;  55.648268333 ;  36.956355  
09 10:50:11  ;  55.646051667 ;  36.963315  
09 10:50:16  ;  55.643678333 ;  36.970123333  
09 10:50:21  ;  55.641125 ;  36.976728333  
09 10:50:26  ;  55.638415 ;  36.983131667  
09 10:50:31  ;  55.635515 ;  36.989298333  
09 10:50:36  ;  55.63239 ;  36.995141667  
09 10:50:41  ;  55.62908 ;  37.000701667  
09 10:50:46  ;  55.625716667 ;  37.006178333  
09 10:50:51  ;  55.62236 ;  37.011648333  
09 10:50:56  ;  55.619011667 ;  37.01713  
09 10:51:01  ;  55.615665 ;  37.022638333  
09 10:51:06  ;  55.612323333 ;  37.028173333  
09 10:51:11  ;  55.608985 ;  37.03373  
09 10:51:16  ;  55.605653333 ;  37.03929  
09 10:51:21  ;  55.602328333 ;  37.044846667  
09 10:51:26  ;  55.599005 ;  37.050395  
09 10:51:31  ;  55.595683333 ;  37.055938333  
09 10:51:36  ;  55.592363333 ;  37.06148  
09 10:51:41  ;  55.589045 ;  37.067023333  
09 10:51:46  ;  55.585721667 ;  37.072571667  
09 10:51:51  ;  55.582391667 ;  37.078125  
09 10:51:56  ;  55.579053333 ;  37.083678333  
09 10:52:01  ;  55.575701667 ;  37.089223333  
09 10:52:06  ;  55.572346667 ;  37.094761667  
09 10:52:11  ;  55.568993333 ;  37.100295  
09 10:52:16  ;  55.565646667 ;  37.105836667  
09 10:52:21  ;  55.562306667 ;  37.111391667  
09 10:52:26  ;  55.558968333 ;  37.11696  
09 10:52:31  ;  55.555625 ;  37.12253  
09 10:52:36  ;  55.552273333 ;  37.128095  
09 10:52:41  ;  55.548921667 ;  37.13366  
09 10:52:46  ;  55.545615 ;  37.139286667  
09 10:52:51  ;  55.542388333 ;  37.145036667  
09 10:52:56  ;  55.539248333 ;  37.150915  
09 10:53:01  ;  55.536171667 ;  37.15688  
09 10:53:06  ;  55.533118333 ;  37.162893333  
09 10:53:11  ;  55.530071667 ;  37.16892  
09 10:53:16  ;  55.527018333 ;  37.174936667  
09 10:53:21  ;  55.523958333 ;  37.18094  
09 10:53:26  ;  55.520891667 ;  37.186931667  
09 10:53:31  ;  55.517815 ;  37.19291  
09 10:53:36  ;  55.514731667 ;  37.198873333  
09 10:53:41  ;  55.511643333 ;  37.204825  
09 10:53:46  ;  55.508553333 ;  37.210771667  
09 10:53:51  ;  55.505468333 ;  37.21672  
09 10:53:56  ;  55.502386667 ;  37.222666667  
09 10:54:01  ;  55.499305 ;  37.228613333  
09 10:54:06  ;  55.496223333 ;  37.234565  
09 10:54:11  ;  55.49314 ;  37.240523333  
09 10:54:16  ;  55.490055 ;  37.246486667  
09 10:54:21  ;  55.48697 ;  37.25245  
09 10:54:26  ;  55.483878333 ;  37.258415  
09 10:54:31  ;  55.480778333 ;  37.26438  
09 10:54:36  ;  55.477673333 ;  37.270351667  
09 10:54:41  ;  55.47456 ;  37.276325  
09 10:54:46  ;  55.471446667 ;  37.282301667  
09 10:54:51  ;  55.468328333 ;  37.28828  
09 10:54:56  ;  55.46521 ;  37.294255  
09 10:55:01  ;  55.462088333 ;  37.300223333  
09 10:55:06  ;  55.458965 ;  37.306185  
09 10:55:11  ;  55.45584 ;  37.312145  
09 10:55:16  ;  55.452725 ;  37.318078333  
09 10:55:21  ;  55.449613333 ;  37.324001667  
09 10:55:26  ;  55.446501667 ;  37.329921667  
09 10:55:31  ;  55.44339 ;  37.335845  
09 10:55:36  ;  55.440273333 ;  37.341766667  
09 10:55:41  ;  55.437146667 ;  37.347681667  
09 10:55:46  ;  55.434018333 ;  37.353598333  
09 10:55:51  ;  55.430888333 ;  37.359515  
09 10:55:56  ;  55.427756667 ;  37.36543  
09 10:56:01  ;  55.42463 ;  37.371345  
09 10:56:06  ;  55.421501667 ;  37.377253333  
09 10:56:11  ;  55.418376667 ;  37.383163333  
09 10:56:16  ;  55.415251667 ;  37.389081667  
09 10:56:21  ;  55.412123333 ;  37.395011667  
09 10:56:26  ;  55.408986667 ;  37.400945  
09 10:56:31  ;  55.405845 ;  37.406885  
09 10:56:36  ;  55.402698333 ;  37.412825  
09 10:56:41  ;  55.399548333 ;  37.41876  
09 10:56:46  ;  55.396405 ;  37.424695  
09 10:56:51  ;  55.393295 ;  37.43067  
09 10:56:56  ;  55.390243333 ;  37.436726667  
09 10:57:01  ;  55.387236667 ;  37.442843333  
09 10:57:06  ;  55.38424 ;  37.448985  
09 10:57:11  ;  55.381245 ;  37.455135  
09 10:57:16  ;  55.37824 ;  37.461281667  
09 10:57:21  ;  55.375233333 ;  37.467418333  
09 10:57:26  ;  55.372228333 ;  37.473521667  
09 10:57:31  ;  55.369216667 ;  37.479645  
09 10:57:36  ;  55.3662 ;  37.485778333  
09 10:57:41  ;  55.363183333 ;  37.491918333  
09 10:57:46  ;  55.36017 ;  37.498063333  
09 10:57:51  ;  55.357161667 ;  37.504206667  
09 10:57:56  ;  55.35416 ;  37.510356667  
09 10:58:01  ;  55.351171667 ;  37.516526667  
09 10:58:06  ;  55.348196667 ;  37.522711667  
09 10:58:11  ;  55.345285 ;  37.52897  
09 10:58:16  ;  55.342591667 ;  37.535485  
09 10:58:21  ;  55.340208333 ;  37.542328333  
09 10:58:26  ;  55.338165 ;  37.549473333  
09 10:58:31  ;  55.33633 ;  37.556778333  
09 10:58:36  ;  55.334558333 ;  37.564103333  
09 10:58:41  ;  55.332798333 ;  37.571428333  
09 10:58:46  ;  55.331031667 ;  37.578753333  
09 10:58:51  ;  55.329256667 ;  37.586075  
09 10:58:56  ;  55.32747 ;  37.593386667  
09 10:59:01  ;  55.325675 ;  37.600688333  
09 10:59:06  ;  55.323873333 ;  37.607985  
09 10:59:11  ;  55.32207 ;  37.615271667  
09 10:59:16  ;  55.320261667 ;  37.62256  
09 10:59:21  ;  55.318448333 ;  37.629846667  
09 10:59:26  ;  55.316631667 ;  37.637138333  
09 10:59:31  ;  55.314818333 ;  37.644433333  
09 10:59:36  ;  55.313003333 ;  37.651735  
09 10:59:41  ;  55.311181667 ;  37.659041667  
09 10:59:46  ;  55.309351667 ;  37.666345  
09 10:59:51  ;  55.307518333 ;  37.673651667  
09 10:59:56  ;  55.305685 ;  37.68096  
09 11:00:01  ;  55.303851667 ;  37.688276667  
09 11:00:06  ;  55.302016667 ;  37.695605  
09 11:00:11  ;  55.30017 ;  37.70293  
09 11:00:16  ;  55.298311667 ;  37.710248333  
09 11:00:21  ;  55.296453333 ;  37.71755  
09 11:00:26  ;  55.294606667 ;  37.724825  
09 11:00:31  ;  55.292776667 ;  37.732075  
09 11:00:36  ;  55.290955 ;  37.739301667  
09 11:00:41  ;  55.289133333 ;  37.746501667  
09 11:00:46  ;  55.287356667 ;  37.753703333  
09 11:00:51  ;  55.285656667 ;  37.760931667  
09 11:00:56  ;  55.284033333 ;  37.768186667  
09 11:01:01  ;  55.282448333 ;  37.775446667  
09 11:01:06  ;  55.280926667 ;  37.78272  
09 11:01:11  ;  55.279453333 ;  37.790001667  
09 11:01:16  ;  55.278 ;  37.797275  
09 11:01:21  ;  55.27655 ;  37.804535  
09 11:01:26  ;  55.275093333 ;  37.811771667  
09 11:01:31  ;  55.27363 ;  37.818976667  
09 11:01:36  ;  55.272153333 ;  37.826143333  
09 11:01:41  ;  55.270663333 ;  37.833268333  
09 11:01:46  ;  55.26915 ;  37.840356667  
09 11:01:51  ;  55.267613333 ;  37.847416667  
09 11:01:56  ;  55.266061667 ;  37.854466667  
09 11:02:01  ;  55.264515 ;  37.86153  
09 11:02:06  ;  55.262985 ;  37.8686  
09 11:02:11  ;  55.261468333 ;  37.875671667  
09 11:02:16  ;  55.259931667 ;  37.882711667  
09 11:02:21  ;  55.258353333 ;  37.889706667  
09 11:02:26  ;  55.25672 ;  37.896648333  
09 11:02:31  ;  55.255035 ;  37.903538333  
09 11:02:36  ;  55.253285 ;  37.910388333  
09 11:02:41  ;  55.251486667 ;  37.917216667  
09 11:02:46  ;  55.249691667 ;  37.92405  
09 11:02:51  ;  55.247905 ;  37.930885  
09 11:02:56  ;  55.246128333 ;  37.937723333  
09 11:03:01  ;  55.244371667 ;  37.944555  
09 11:03:06  ;  55.242635 ;  37.951375  
09 11:03:11  ;  55.24091 ;  37.958206667  
09 11:03:16  ;  55.23918 ;  37.96505  
09 11:03:21  ;  55.237446667 ;  37.971893333  
09 11:03:26  ;  55.235701667 ;  37.978725  
09 11:03:31  ;  55.23395 ;  37.985546667  
09 11:03:36  ;  55.232203333 ;  37.99237  
09 11:03:41  ;  55.230455 ;  37.999208333  
09 11:03:46  ;  55.228708333 ;  38.006048333  
09 11:03:51  ;  55.226961667 ;  38.01288  
09 11:03:56  ;  55.225208333 ;  38.019688333  
09 11:04:01  ;  55.223448333 ;  38.026476667  
09 11:04:06  ;  55.22169 ;  38.03325  
09 11:04:11  ;  55.219951667 ;  38.040028333  
09 11:04:16  ;  55.218198333 ;  38.046863333  
09 11:04:21  ;  55.216436667 ;  38.05373  
09 11:04:26  ;  55.214663333 ;  38.060613333  
09 11:04:31  ;  55.212875 ;  38.067515  
09 11:04:36  ;  55.211078333 ;  38.074435  
09 11:04:41  ;  55.209295 ;  38.081355  
09 11:04:46  ;  55.2075 ;  38.08831  
09 11:04:51  ;  55.205721667 ;  38.095296667  
09 11:04:56  ;  55.203945 ;  38.102318333  
09 11:05:01  ;  55.202178333 ;  38.109366667  
09 11:05:06  ;  55.200423333 ;  38.116428333  
09 11:05:11  ;  55.19866 ;  38.1235  
09 11:05:16  ;  55.196876667 ;  38.13057  
09 11:05:21  ;  55.195096667 ;  38.137645  
09 11:05:26  ;  55.193336667 ;  38.144756667  
09 11:05:31  ;  55.19159 ;  38.151896667  
09 11:05:36  ;  55.189856667 ;  38.159053333  
09 11:05:41  ;  55.188135 ;  38.166221667  
09 11:05:46  ;  55.186413333 ;  38.173403333  
09 11:05:51  ;  55.184688333 ;  38.180595  
09 11:05:56  ;  55.182943333 ;  38.187801667  
09 11:06:01  ;  55.18119 ;  38.195  
09 11:06:06  ;  55.179416667 ;  38.202206667  
09 11:06:11  ;  55.177643333 ;  38.20943  
09 11:06:16  ;  55.175881667 ;  38.216668333  
09 11:06:21  ;  55.174133333 ;  38.22394  
09 11:06:26  ;  55.172393333 ;  38.231215  
09 11:06:31  ;  55.170661667 ;  38.238491667  
09 11:06:36  ;  55.168935 ;  38.245786667  
09 11:06:41  ;  55.16714 ;  38.253038333  
09 11:06:46  ;  55.165166667 ;  38.260175  
09 11:06:51  ;  55.162976667 ;  38.267171667  
09 11:06:56  ;  55.160598333 ;  38.274005  
09 11:07:01  ;  55.157998333 ;  38.280635  
09 11:07:06  ;  55.155173333 ;  38.287023333  
09 11:07:11  ;  55.152171667 ;  38.293195  
09 11:07:16  ;  55.149001667 ;  38.299178333  
09 11:07:21  ;  55.145791667 ;  38.305098333  
09 11:07:26  ;  55.142586667 ;  38.31103  
09 11:07:31  ;  55.139428333 ;  38.317035  
09 11:07:36  ;  55.136288333 ;  38.323073333  
09 11:07:41  ;  55.133193333 ;  38.329178333  
